Number_of_Customers,Menu_Price,Marketing_Spend,Cuisine_Type,Average_Customer_Spending,Promotions,Reviews,Monthly_Revenue
78,13.542223368929657,8.283004486564536,Italian,10.35108847791718,0,19,292.77578967428514
25,30.609916972589037,7.262014732680209,Japanese,37.86245608576185,1,91,109.2163583436682
27,33.20448918781872,8.882554263315033,Japanese,17.477257177657876,1,53,291.4428204783783
63,44.75602502162284,13.615117859209713,Japanese,33.41187313337245,0,82,408.5871305981411
53,44.29440368369995,11.343415598387711,American,12.151278567095115,1,39,309.4794629921627
52,40.91291120067218,10.6535177352311,Japanese,21.98674735365963,0,48,264.9095347708384
31,20.615496367527783,5.8228849557035804,Mexican,17.04099020164535,0,57,110.22876748449282
99,47.94333419405735,7.578205561176288,American,36.79017804872991,0,89,423.6922028155968
15,33.23028828909311,5.811751196127101,American,14.622335067225269,0,39,155.76366684324944
38,20.15554256173217,3.031387431753472,Japanese,10.205585103422411,0,39,224.6209834877942
95,44.87331115892485,14.427869022125764,American,40.006129177260505,0,76,374.8505098745111
34,37.72700845827699,0.93001172880131,Italian,45.4601010656761,0,49,221.86149136839936
35,39.76998607373155,19.519816991975848,Italian,46.46903507651103,1,59,199.9911441530124
86,49.46771921428646,4.569734935095415,Mexican,18.240227142081597,1,92,305.18168387400715
89,24.913945487557378,16.33446405117089,Mexican,16.876502309084174,1,89,459.0826148143761
98,18.2231923350255,13.347007960928568,American,11.611557829381685,0,54,432.7392218358725
44,44.16839097846264,16.789218190015337,American,14.24502341963982,1,10,297.2885876718541
82,26.88144238202749,3.469601485319145,Mexican,15.49446983874697,0,11,285.4671803189661
76,30.89738304284676,2.899301447596341,Italian,12.457005170393307,1,97,406.3648505326446
69,33.931442330726185,18.07826660520749,Japanese,19.37997910696375,1,8,308.5063721900007
39,40.37377311691464,14.51432926439898,Mexican,29.01854424676482,0,35,363.5761001211268
70,26.212407323429737,16.16045259813106,Japanese,13.825627840948638,0,52,345.3906769971794
22,19.245236497105864,10.638254130485269,American,23.67463075192604,0,53,192.5891778836396
62,23.45481855313688,19.56123635947057,Japanese,42.11925205236415,1,85,245.66180895067717
54,43.43992255124838,1.687847610890847,American,18.05855684214132,1,7,178.141587954057
68,35.80216671077318,4.508775109273877,American,49.10359841380173,1,58,261.2324669349032
55,35.864236536914404,2.01882399955043,Mexican,41.407595376913655,0,65,342.897837474716
91,19.095824835084507,17.978016480124708,American,18.37823078038044,0,3,391.80350089260094
61,49.157257424638445,8.268328985905228,Japanese,19.251197132638215,1,79,371.7087957817881
11,30.244302193870038,15.246180640438771,Italian,38.61456460915559,0,71,114.0934273109965
29,39.80258192480882,12.48850892943456,Japanese,31.503385027702635,1,80,165.63096037481083
41,41.99124381696087,18.741820569175896,Italian,13.168526000334833,1,74,345.3824753522415
58,20.16898319589973,19.89715946118643,Mexican,27.810960990588185,1,43,351.2672812257858
43,17.378514856754244,9.92095677359773,Japanese,42.48310444034716,0,61,221.9570693639979
49,32.852757676782964,18.364159992455505,American,18.085975969010832,1,24,287.2146325521496
43,13.619267811482027,18.13885617669668,Japanese,14.72953569888562,1,16,337.52911855340903
91,19.901598224135007,19.11648967441505,American,20.964814552768026,1,10,461.88655366801135
54,41.04000828141718,18.202692735642685,Italian,16.79036805571306,1,37,373.8231073281791
25,40.83645508257082,5.988870209837733,American,36.94186312525564,1,18,180.66104704212148
96,33.948559204004304,7.401046693485105,Japanese,23.83435431901077,0,5,398.272591169677
60,40.18541167440466,16.213718559725326,American,33.52374550421788,1,93,305.965599174819
58,33.933090604897075,17.371030126405774,Mexican,24.24372340665687,0,72,329.3865190187685
62,44.58435343820147,10.896553150903737,Japanese,35.154915879527024,1,44,410.9441883743619
23,45.848852107401534,9.257039100317012,Mexican,25.422142576052558,1,54,260.9994443791845
84,39.43618452784009,10.773913346860782,American,13.526086325465778,0,37,347.21427814181857
26,27.346213358255557,17.257610058248247,Italian,28.272712182245407,0,84,227.7664606488285
48,19.22276783220076,3.9121854608903006,Mexican,14.632923289471773,0,99,227.1060701113873
41,26.209923521107548,14.91850417627349,American,11.330718846774335,0,53,215.0685302679431
24,36.08492982121752,9.002467223638643,American,31.31308149605577,0,11,144.7603507720229
50,22.5141942602235,14.648974636761796,American,14.875180071255343,1,8,307.84535305070165
99,47.20361402038954,2.258864168223471,Japanese,33.26256817751955,0,77,394.4393475604745
98,19.14500646099694,14.761382466770344,Japanese,18.050551525378896,0,1,371.6813539616999
60,40.95338092805361,7.707517660947236,American,28.75159522027164,0,53,231.63454420557352
71,19.746268642554664,5.379360631907719,Japanese,36.39973800541269,0,73,254.7235652349264
52,16.653264309725685,16.39595609969455,American,25.03409860727917,0,87,302.99090284753544
20,16.620532697118954,12.329994537901667,Japanese,48.608385541829406,1,56,98.58966671968764
33,25.172227935421954,4.556848350862199,Mexican,24.26285303803276,1,68,41.59068666457466
58,34.1021265537146,6.641987307862729,Italian,38.66425195840124,1,37,306.1822150329806
71,43.22618026260999,10.041004269768942,Mexican,47.354637713849954,1,25,359.898748952465
57,42.797876696324,11.54499461537226,American,33.97491971487945,1,47,472.8480308197152
51,23.77534928176933,18.747065884317287,Italian,19.68698601389882,1,49,291.3070946032153
33,14.977502291874254,11.203645167498236,Japanese,26.448162688474163,0,34,300.02709341219065
45,10.714475699132777,11.46698691270436,American,34.56532704750072,0,5,217.894580978216
83,42.895736752682325,19.43066084781177,Italian,43.57812936838203,1,34,464.2216957243929
95,36.85698678122458,4.222249423322724,Mexican,22.973155165478666,0,28,337.782891936073
87,20.981610160005012,16.428639832851864,American,41.76729381268734,1,91,280.9195953243405
94,23.706139524836612,1.7640340757974138,Japanese,42.52251188856481,1,70,353.7325253357216
80,11.746466308294448,0.0420768635176682,American,43.82669396395086,1,30,241.99582927160876
74,48.923909922813856,9.480128569663115,Italian,49.0786218450649,0,30,348.0330388980495
92,23.160697512586488,5.9345528220818,Italian,28.303013290017272,1,13,316.40206596437946
70,24.940387321535503,13.748127282724752,American,14.477383125391569,0,36,366.17796927575534
11,34.964061767273506,3.537742902877088,Mexican,30.527003291281435,0,51,117.15332925629588
76,23.05734306013172,0.0763426824869428,American,22.561752276737295,0,72,264.10274059727755
32,34.12877640853489,2.3990738604777984,Japanese,31.36558784542789,1,81,235.3064117574386
87,23.840662705793584,0.7953192997713909,Mexican,38.47111779963798,0,79,338.78633977275405
33,36.86233774452149,9.508132157001477,Japanese,25.55073651446388,0,81,124.09268457587518
12,27.526893856479507,0.7596312657970694,American,23.557791013937948,0,66,35.4901408767065
25,33.53650533362422,0.2461940603215118,Italian,44.038075976272005,0,95,227.6197437011944
85,32.39377249235318,13.633389648032402,Mexican,29.967957873653276,0,1,391.6619600089718
56,33.176595973740035,11.805710859063192,Japanese,40.07083150731913,1,38,293.40755827520684
65,29.19588326368293,2.6009556502227738,Italian,26.121252451309463,0,49,250.53181117899072
94,10.133854481719167,6.795549431237702,Japanese,30.14833548336283,0,17,254.6415017291712
30,17.456199471525764,3.47505191324589,Italian,12.766142708740048,1,30,185.0091205967936
10,31.105909205791438,1.0771641399605223,American,33.99871433044264,1,83,76.56291267264514
39,27.54978701553356,19.27644550964702,Japanese,27.62156639491979,0,84,252.58466160696725
90,36.46529401484587,14.180274485740636,American,48.1821536967,1,16,350.0895856290995
27,12.0638322663484,12.393988803988314,American,25.94569976852256,1,22,158.0483244166868
43,36.18772325725393,0.6109891418675995,American,38.61524068714621,1,56,81.08254004773067
36,35.71702254457013,16.653609386940865,Italian,35.44189369356506,0,96,281.13994170337656
10,45.05776303501175,16.79927960564365,Japanese,37.0657853927939,0,69,157.5936079745852
89,39.65843644556182,7.428171353002815,Japanese,12.436077323979733,0,50,442.8549584894769
99,31.729312231598325,12.523523431862763,Italian,22.376511794817773,0,92,341.80381457035537
74,49.73347749434514,17.05115563803107,Italian,24.77416520357729,0,33,491.81244560369424
37,15.830262729790068,18.932888679870924,Italian,22.6486049025332,0,7,59.59001062552602
19,48.111901104051775,5.333503933239552,American,29.34199403161476,1,21,301.739633275199
16,14.1166412297658,12.281626223694722,Italian,22.643107353730564,0,4,138.20320578294658
36,20.22579991237089,9.565197683904469,American,31.89218976458737,1,25,251.22309060688437
68,47.59279167707367,15.470777830691278,Japanese,35.09871595064291,1,6,369.8170710380682
30,12.664764495632678,11.642964595599445,American,17.310046639497436,1,19,276.49212856798465
11,20.240621274146488,0.9566164078821092,Mexican,44.53919579651252,0,87,163.80732931127793
28,17.409137861896387,14.000685455442088,Japanese,26.576335908739807,1,28,255.98737274607265
67,11.416894736741805,19.76831978824153,Italian,33.46047124149795,0,10,263.4638769606278
92,19.42766984259999,13.114473451233126,American,43.09994966542693,1,10,399.8675067311068
23,27.83163658308916,9.263454335026836,Japanese,32.80726527018776,1,76,124.3513203118961
61,43.11763548709968,12.66379252026928,Japanese,36.23613252393598,0,45,350.9120399867156
67,23.16205461479484,9.707179663197742,Japanese,31.04330073669612,0,66,300.59948861115055
13,10.80105423703298,2.592013023908839,Italian,19.76590242027629,0,65,145.09911739074997
11,36.652275433401584,17.55294039301563,American,20.15939013505014,1,24,272.9846977648746
55,12.067873489661078,2.7157809412787426,Mexican,49.4321463780122,0,45,251.3877261567721
71,49.414692489669385,0.5814276068790747,Italian,23.044314100502937,0,95,270.513360748075
53,43.008030696622725,14.49712998630034,American,18.803602641890897,1,87,284.968775305786
33,28.483891630626424,10.504795150403204,Japanese,44.05622991565896,0,7,190.60731377865977
78,28.477714023023506,10.976773134401174,American,10.830321284958568,1,43,374.4070007628561
12,29.17417760551407,16.765307190914097,Mexican,42.591746700946345,0,26,81.61933103529721
72,42.02999085944485,6.84767272067093,American,36.77427936962993,0,93,357.4846908113589
61,48.16347746158532,11.71620291943804,American,14.216211438246678,0,37,343.36286362245363
90,11.3551664098638,3.132768739476166,Japanese,27.127357594686917,1,80,204.7213792899367
62,33.93770804820908,18.606377696756475,Mexican,27.439807222823436,0,68,345.17180441196024
41,48.256627902377,15.014590139986945,American,36.53450136058726,0,92,263.8036196105896
77,13.646579616247667,5.705806767146329,Italian,29.89015546363512,0,57,402.90546230616815
44,38.97690690456468,11.976165927669827,Japanese,39.52673082147375,1,46,282.5435136519614
42,17.703961111425215,17.642712285641203,Japanese,12.74594664591489,1,57,269.0819814233123
71,17.452835179764826,1.3742566503653553,Italian,15.505189375934451,1,81,221.38992686965557
22,14.870476445010992,0.8331363676536485,Japanese,45.10768715311393,1,78,66.30830261985992
72,40.66624540801624,8.026120484394244,American,42.94582379012363,1,18,395.09887771193735
78,31.369688239057805,9.39283549361418,Japanese,14.856596220198885,0,74,329.6884102043011
34,42.92696062382641,6.835648094735234,Italian,14.985897159712533,1,30,247.3188103291357
35,32.5100114537353,6.808116866991294,American,44.2220449374349,1,32,256.813117112063
13,43.59155437826282,15.163700221530746,Mexican,19.74284503458528,1,6,115.08986351578496
79,10.049467190376378,16.88497404811637,Japanese,17.282525155274215,1,91,362.8129601185046
19,25.89515953857604,9.757023943848129,Japanese,30.214610260237187,0,36,173.07026073998873
53,48.36299178256111,7.72697819696631,Mexican,17.093062128957577,1,49,291.8133288395438
24,13.020134552155568,13.705960322317468,American,46.47274514744367,0,10,181.73075709663223
69,29.454299279824312,18.856622828265238,Mexican,16.584820529460195,0,2,433.9088068641241
74,39.77116262379823,19.08066255170081,Mexican,41.32000925388808,1,24,479.8152954015849
73,25.65928440806008,8.371612432478706,Mexican,12.437148868828798,0,60,301.1840968112608
18,20.2818906572832,19.989324964312612,Italian,20.49940031602364,1,45,200.7899088097496
28,42.90335503646696,0.4586562253608406,Mexican,20.225563751814462,0,8,164.63753480377312
45,46.474096353718586,2.113869598125482,Mexican,24.415019694526823,1,88,312.9120107397732
54,32.26548231746869,4.844624356491338,Mexican,12.020295695312262,1,60,262.00706166637406
39,11.503870928250436,9.203245289768793,Italian,29.31405097640419,1,23,139.5220891046044
44,25.10903789760677,4.421267429074569,Mexican,41.51880534363727,1,18,160.3854626441772
45,44.7703849860421,11.665149849122312,Japanese,27.902074204242474,1,36,283.3447156777586
37,15.643273951108544,14.846961011450183,American,35.53402309681727,0,65,114.5216964337475
13,12.625045782960518,9.581401262067024,American,28.568157958085067,1,83,141.2283856154639
39,27.641286469926463,0.4407032059500837,Mexican,43.599910424173736,0,65,172.9336306600146
45,43.48315962812117,14.799727733712237,American,43.826140891093694,1,25,397.6446395388359
22,44.57971521229394,19.76131133305548,Italian,31.7589244513987,0,78,222.718619811158
41,38.80810326529184,4.196839897128188,Japanese,26.634453576317902,1,82,278.8993453321805
84,31.290408533561607,19.81092065540267,American,12.099268403989104,1,70,437.45919349549166
88,22.49087144195184,0.6733835642774544,Italian,12.97338435544286,0,70,346.4633261626132
21,19.20214732125736,12.701782118194377,American,48.4840841666011,1,45,151.73322663643734
13,25.35855559678903,8.572610939409515,Italian,14.746424578981552,0,69,210.80771869426215
33,24.873341169548983,8.428880831584948,Mexican,29.21177035165423,0,66,127.93655963925076
89,42.75142573428375,0.5435003218168832,American,36.46815381925387,0,61,380.8633042910206
59,46.055025983537774,14.91720077254024,American,41.82640922645768,1,81,369.3788104584882
34,25.64679064321519,19.355117542067777,Mexican,27.039900778737124,1,68,278.8705847137587
64,46.2605487777832,5.929795625666305,Japanese,13.482848223092327,1,77,259.56620036048423
10,16.246553791686956,4.938148533351711,Mexican,22.412284631667895,0,83,109.30955404327938
72,41.06894521886771,4.3961069764638,American,38.89645537854179,1,47,352.42245844073545
73,41.30784162976597,12.122931298669595,Japanese,19.03358528893568,1,40,249.31203372681665
56,38.279218449738366,5.320385560107614,Mexican,15.015013969354932,1,11,343.6727362468488
25,41.55227927482977,15.184974661216856,American,27.234331015290827,0,0,212.93655647340148
12,38.56236799159313,3.6118919635060176,American,13.296238874477927,1,33,58.90983174357524
75,49.29322060320327,6.8732638521820615,American,18.82035148546592,0,77,406.0549437042709
42,49.685332653626894,19.825264534672662,Japanese,21.38401529218724,0,19,279.3952723108561
99,46.14895868701082,15.966883764486566,Italian,18.39590518344923,1,23,459.0697422758067
96,15.670975741084074,9.07893696216714,Mexican,23.88768670248848,0,9,425.3635386536637
42,43.03683063199586,12.426889945070592,Japanese,25.83110718641723,1,7,258.6604558549599
96,37.648874304386176,11.987379313258677,Japanese,18.86069088452423,1,36,384.77062418316336
24,32.92603397029555,5.31702273308627,Japanese,11.23723525574264,1,4,178.30334933227698
33,37.31928253668529,13.081515907439965,Mexican,23.22244009225163,0,1,318.7732089145467
98,16.466901765872105,14.351442494631888,Japanese,14.569485543655832,1,53,405.95162909794885
81,43.0042932569064,15.125293157829052,Japanese,41.72252113482624,1,97,385.0488272603391
84,33.85941899941686,9.828363550571137,Mexican,28.675123964924172,1,48,312.7619961489394
20,26.175260061960973,14.67231660084625,Italian,44.12969876788471,0,86,193.0134802572453
33,13.468208474487344,5.514397061911045,Mexican,40.92734005035033,0,20,181.3720250731189
18,46.738188997572045,2.5046714086565425,American,45.4515286582287,0,48,135.0952899159563
98,28.62800489275253,17.91629194743764,American,25.43758043747709,0,13,365.4749115635007
96,34.51776699462424,7.935936941726329,Italian,39.99814727209632,1,23,281.962017401423
46,32.92165715723397,13.760888876720276,Japanese,21.130706432750785,0,75,359.1215615271759
86,17.533963350624056,10.64515062297952,Mexican,11.298043071627028,1,2,350.94475728331577
84,45.0442077039217,1.5276988998291197,Italian,44.64908122314707,1,59,239.08116044232727
74,31.001260034410727,3.320686268323909,American,39.82870664819149,1,6,269.17617947973844
47,20.02922642246391,4.717151982873742,Mexican,31.202498202069297,0,10,258.71532642062107
28,13.261059582097069,16.007097580468134,Mexican,41.67742491855056,1,98,162.370576028175
70,21.934977239599704,11.18369613658653,American,34.52607644412072,1,38,162.43033389289317
93,38.85688269314927,9.363082826020609,American,41.45326621580162,1,63,438.0029383429136
71,35.329630996438425,7.5051980888533265,Japanese,18.708500519126066,0,60,284.21444757681473
64,33.6105575554249,2.750475496340308,Mexican,21.458949509783345,0,88,335.9146027234551
28,31.299247702377045,13.64387761253221,Japanese,35.64099430541418,0,83,304.9517931707881
95,45.399934260931246,19.347123555765503,Japanese,39.49639777247785,0,99,522.7666362739147
76,38.86131444487623,11.310999298428808,Mexican,25.05659850082776,1,14,350.3093698038552
93,11.367510637566326,19.44050512993182,Italian,43.89077639850896,1,58,381.7734352086316
30,25.30105120976033,17.510224531052323,Italian,38.27825273973691,1,88,279.2171328914749
45,12.76531144746478,17.036824737478952,Italian,12.555190697236114,1,59,208.7354245280991
80,29.233479123562944,6.444310068892567,Italian,24.957885379162697,1,78,419.89243699028447
59,16.737775405708785,18.374694212127547,Japanese,47.55507900569092,0,0,256.39328784708164
65,10.632843670623298,6.063881189220921,American,47.69485757873659,1,64,144.76776258784628
42,39.23317899483506,3.3667391183826045,American,19.4235291297871,1,37,311.62300579202935
45,18.65296092146214,10.40381046503109,American,35.330528064376416,1,56,197.3275368899721
31,13.363928978719386,6.298391772259353,American,12.180477097513052,0,1,79.86631533716118
17,31.5360596152315,13.675082111540853,Italian,22.585156357407957,0,28,201.3184206454021
29,30.852026696542776,0.7257524522700431,American,45.09808506412676,1,24,193.8420027559532
89,22.457770561825647,10.293151731470232,American,10.984719353649544,0,6,334.9565374455772
74,13.198615774372078,5.345052595871906,American,40.41312885616551,0,87,343.9382795841094
21,45.26548531081401,18.107197485557407,Italian,21.294716761706248,1,29,185.6755560035913
99,29.24351793550344,15.063746718268057,Mexican,31.83694133236,1,67,461.1858324595397
95,15.741694481575712,19.41484307354496,Mexican,18.606224864962225,0,55,404.6011165527136
36,45.367959125260114,5.648617973730234,Japanese,17.438460302296708,1,81,144.5060822037692
71,25.821803355198742,15.77604527810719,Italian,39.54974038463721,0,89,304.2486844365852
63,44.31945015690823,1.977472352812708,Mexican,10.422044898007597,0,17,301.3408820695553
75,38.832523852420266,14.8342412302586,American,41.32861818626715,1,31,461.4226660765781
14,30.607006813349265,11.540813289238216,Mexican,20.03493886864442,0,70,193.194648479784
56,23.13524911540324,18.98224286178881,Italian,41.89577431631115,1,71,274.9351707338061
18,47.45796695534642,11.50710806503112,Mexican,15.572779295121856,0,64,147.97120871910352
46,29.17115714305149,5.163465083823384,Italian,17.183991257603836,1,71,282.7589763369217
29,15.651121971020231,11.583505107494442,Italian,26.204322183514268,0,74,145.5666442960326
13,14.088506569007984,13.180710684073617,American,20.63990772370632,1,8,112.00153023191451
42,44.11287286767605,15.16850035738222,Japanese,40.18147663609842,0,56,314.1676276838506
23,20.27535390582859,3.756857050755482,Mexican,38.51529477378946,0,64,133.2447446099854
18,14.11925917325262,14.558943534614864,Japanese,41.40334628959028,0,87,209.8282253276592
28,16.967733463130145,8.084794592884183,Italian,47.75112445473477,0,61,116.90037068218416
19,12.316818422351933,0.0037679911316379,Japanese,23.568811935671352,1,41,110.87488550525138
70,21.811131568812403,16.183663422780622,Japanese,10.777922014723249,1,67,297.53247518081986
33,35.55797541337047,19.49669305562224,American,31.39866693637776,1,14,206.86336482697288
42,15.400051096848276,11.72958184377414,American,32.152937625349026,0,22,228.64714009882132
66,25.86639105374248,0.548406199453153,Japanese,11.40860694102094,1,42,304.03391675202533
71,25.458433646365886,14.780531155759174,Mexican,20.71169898090535,0,11,321.8223495513821
48,42.857629120394655,17.082719953010084,Italian,15.454813098702632,1,61,196.0726971210684
83,45.348386786430105,10.233627731630236,Japanese,16.423747801732343,0,53,429.6379120449859
86,46.42496014161216,14.990909689377766,American,33.11311886045743,1,0,340.6267177870352
28,14.111696179706628,19.67680625710876,American,42.46288017406192,1,51,141.32032316772128
89,41.60054235167424,5.65491379157524,American,37.4605577217301,0,74,424.29449916004927
22,40.40376313752389,16.490696161740644,Mexican,24.318447781310585,1,95,247.0698272520632
99,10.915752999044807,16.46618859641436,Mexican,29.84170904066332,1,73,442.92070127649566
97,33.48272896546269,9.486722198124278,Mexican,16.054846850530996,1,32,412.5826516660527
15,48.50597274219498,13.151206255560462,Mexican,35.87348915705524,0,19,208.89227627508015
58,24.430900764423992,13.634972881803224,American,47.81486598459112,1,74,262.24047070162527
76,14.378703947164606,5.109866893112094,Mexican,43.1928505886914,1,10,174.0834241071221
75,14.705961138942346,12.688482905731671,American,37.60492470728032,1,26,253.78589074398417
84,28.147745384211305,5.355533509766683,Mexican,14.32620058293427,1,68,390.9255975474857
32,28.94295553740354,17.48453448276703,Mexican,34.05536282754254,1,56,202.6176116616105
41,14.123749840549795,7.976720594074589,Mexican,34.98655897134867,0,38,276.87195886512626
43,10.20580683018859,8.710109087963186,American,22.058522378352027,0,74,171.40081636542675
24,40.904909097975306,8.028912618263872,Italian,18.52568477255747,1,90,228.860750376665
76,30.89924162064473,12.658126613568683,American,48.45658161694556,0,1,400.667835144546
11,15.291048445013216,1.0560792093705618,Mexican,49.818966093872575,0,81,138.26964515466435
43,40.60763458223138,7.069214810935649,Mexican,36.96151469699827,0,39,237.90367399549237
98,15.308586152771095,0.6187528946268395,Mexican,35.14008680944816,1,45,434.8571415731784
84,39.48720900028973,13.522164628288223,Japanese,28.004394347401185,1,78,466.0920366926057
97,14.569517036815874,0.0375976704982128,Mexican,34.48034119837821,0,94,300.35999034386543
75,29.167329177744,12.650882199316555,American,10.381734122689066,0,82,282.82449569701515
23,26.358207083419728,16.17766923272656,Japanese,17.246874034000804,0,52,220.8440633736949
49,29.35019767729651,13.953412550401502,Mexican,30.519173992836297,1,58,166.48593807050452
99,41.74975401522065,0.1217749647967814,American,46.35461625276015,1,76,285.1572147609129
61,17.28428555286333,3.626385598510105,Italian,23.99184247230368,1,13,205.34926612674084
13,31.976569537218133,4.807647773989676,Mexican,42.90811686868825,1,23,205.38729120898049
25,25.06781447947195,13.105648193833163,American,44.905035419435855,0,96,40.07049394545835
59,17.671298223674423,12.837199177107108,Japanese,13.659500735498348,0,38,281.8251634284019
12,11.17577783026029,3.086431305661588,Italian,19.254305690376363,1,75,27.35221990254723
41,10.041179193825336,2.54907918845738,Italian,14.513727487344855,1,45,226.68790048741027
12,34.990450841730045,15.173527802220097,Japanese,22.314965010974696,1,69,162.6838913691738
96,21.880115058195287,10.896955181690313,Italian,48.10067158738394,1,75,460.8298949661878
99,43.27452453005688,15.660332746334657,Mexican,43.80048948623104,0,24,412.8267036677365
33,35.32392253429791,7.428440037460914,Italian,28.71921849912173,0,30,269.2385389605614
14,10.695191607419186,7.40793972550613,Japanese,34.847452887763325,0,74,169.06193043852613
31,28.995461740248743,5.084627674973912,Japanese,13.184203079700223,0,2,109.67677945189428
55,29.19125307426019,14.985674253915528,Japanese,18.49142566674365,0,33,286.2784970018105
81,44.42528071562936,18.56635065697154,Italian,30.936287402698877,0,81,376.7581594817132
13,25.99620827216625,0.0463509580962773,Japanese,38.22461219137172,0,61,129.90825580440145
44,26.94387449681932,17.787818322576886,Italian,38.59598136365255,0,75,328.27559632639725
42,22.925226282811145,7.496071355635927,Mexican,14.829865435867204,1,32,345.76703795178685
48,28.28000877126713,19.124443812978967,American,34.4658567755997,0,76,324.8181694481016
75,34.91749531740474,0.6676720357276245,Italian,47.05233107684784,0,52,326.8374472113732
51,45.14516461493753,1.292333596881723,Italian,15.1438594384221,0,96,255.77519100040675
60,23.94294668967882,6.516462351288997,Japanese,19.70177106331883,1,9,343.5253080125695
58,39.40850618093811,14.503710960547815,Italian,38.50662475946178,1,6,255.1177213121457
84,16.470568454084386,12.95426342125843,Mexican,15.558759675464984,1,27,279.63450382848424
42,48.52946613760528,2.4049445302335126,Japanese,37.22689492902949,1,53,330.29643043013937
95,44.40507265671695,6.263239896345647,Japanese,32.077454442418656,1,6,399.2691103393617
23,25.216788169311908,9.83862200211458,Japanese,30.57958409248155,1,42,129.10168054738227
28,30.850412487216595,13.033358374128518,Italian,43.95695477904291,1,26,208.42408314137435
57,13.110613763158284,0.1405840762723831,Mexican,14.321158299663171,1,62,221.8492867970872
83,28.86129840410051,19.78056716700348,American,26.73164444373944,1,59,399.7575478647573
71,27.07155621346997,6.338449546898898,Mexican,40.60775335017568,0,32,289.8920295583355
87,10.737108749528698,17.327730285026842,Italian,34.969629479900725,0,59,371.7323478892197
63,33.71851621035286,14.924145149636772,Italian,21.74139169834642,1,43,242.10514526117112
98,43.92512381867534,10.483183414523245,Mexican,17.781401326739363,0,2,383.5234314551212
17,28.8073037078666,14.368584596374705,American,29.015434214219297,0,90,133.4754750650493
93,48.9879940748276,12.792111223553636,Mexican,22.25071548018459,1,77,466.158302250869
61,43.886694454902965,12.042339707095593,Japanese,49.872367227244354,1,54,367.1711010995156
87,18.47021402661913,11.412992477618698,American,39.86412818576815,0,70,369.9691038990337
69,45.779197238722695,16.459168924429722,Italian,12.891077902927064,1,81,325.0684296611068
32,43.23508765366822,16.613770210401537,American,19.560581386637736,1,17,202.21175386851223
94,32.537557093938354,15.092424431971835,Italian,22.428613132457897,0,47,439.9755496646477
71,43.01144432931587,14.393076332210608,Japanese,14.781234781883112,1,47,390.2413142789542
57,10.009500943035384,4.522941031798816,American,11.709584242478057,0,80,244.5486957688682
98,41.8719131145611,13.17650140280141,Mexican,23.032983360777948,1,12,449.07444150161103
57,48.48395143056471,0.2680525286433122,Mexican,39.56365687971813,0,27,283.6463855157544
74,44.722172901291714,4.368863657666142,Japanese,34.73163195019152,0,7,291.4544727065486
74,22.687828670615943,1.1548210373834755,Japanese,21.29255336842881,0,63,326.47031925525187
55,32.12005810367834,0.5933644612947964,Mexican,44.49958487593204,1,26,251.318759094162
84,29.384063480754588,11.361850246757346,Japanese,10.503856050871478,0,10,320.9757559023988
70,32.24726940159028,5.0794974914404944,Mexican,10.153485820312037,0,5,364.1679973792111
91,36.79669858200157,11.239856949336136,American,44.51689574043956,1,12,382.712417879954
51,43.22570071002498,3.7344659154608295,Mexican,38.23824946320029,1,4,256.90566623869336
68,48.10594552154868,15.73500670308874,American,13.708592432410796,0,3,462.10452936671
16,28.20574740144625,19.59101680763514,Japanese,27.126206921204798,0,94,281.0757323318283
32,44.67975040046094,14.868475721532183,Japanese,22.24188664915086,1,15,151.86473176692758
14,24.971870685591707,10.148927322394844,Japanese,11.8797000401247,1,9,72.0685054444144
14,25.02689007526906,9.335641544623758,Italian,20.256521107957678,0,46,146.1889314066081
39,39.35639675814807,18.025920215492977,American,19.26396099055596,0,79,359.08601012376107
78,48.1864012013323,18.585147960144585,American,30.52759566839319,0,91,400.8338010874158
49,11.252092549900649,1.366818710645208,Italian,36.66926119430359,1,36,156.07765441452707
18,35.01218640855791,5.691246035257951,Italian,45.73618916351949,1,12,45.38150683812383
51,20.105963758435404,19.941563141633235,Italian,28.852330982964848,1,60,267.7270824307135
66,26.20083196321286,10.85068737064503,Mexican,30.61220751977507,1,78,248.42436925140916
73,18.94457737985245,10.876114557324748,Mexican,29.68368041400392,0,99,246.4845496634806
30,30.806724395149278,4.548189917227578,Mexican,46.632303334026886,1,6,27.151135967130728
67,20.9183749942526,17.137478721501882,Japanese,48.709712993348624,0,66,300.9057772979121
39,27.072682266194576,8.079557526530966,Italian,38.71730763760407,1,93,244.64901176339225
60,41.73629032591349,17.68848551003954,Japanese,17.55176111093778,1,74,384.9852328063081
12,13.613478423104317,13.718225420997276,Italian,36.43194118763641,0,36,96.37982086458084
42,14.820903151458577,10.966411674528484,Mexican,10.731002788940248,0,34,208.1580687783137
14,26.98109700785448,7.982003761474461,Mexican,28.28238637063105,1,15,143.9580665969389
85,27.95110295325612,0.8955690100933644,Japanese,38.76937676176587,0,81,254.4781969695468
85,32.42708776014056,6.173974867463905,Japanese,49.09985032835573,0,66,346.2718971785027
35,40.19351279763392,13.502801222993362,Mexican,17.500178284759215,0,45,240.83281555535547
62,14.378754402178156,0.5872831820478464,Japanese,26.49465949098724,0,47,141.54352090605593
32,37.95962952158351,14.381548947077112,Japanese,19.60877732833542,1,9,291.0891078603849
